"depth","common","length","length_category","synoptic_reference","synoptic_latitude","synoptic_longitude","fish_latitude","fish_longitude","fish_site","site_comment","observers","do","temperature","salinity","conductivity","year","datetime"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"perch",NA,1,"HI-75",37.4163,-75.720426,37.4162962237,-75.7209914296,"FISH-HI3",NA,NA,10.6,26.05,29.9,47.085,2019,"2019-06-17T13:00:00"
NA,"Atlantic silverside",11,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"Atlantic silverside",9.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"Atlantic silverside",9,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"Atlantic silverside",8.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"Atlantic silverside",3,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"Atlantic silverside",2.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",2.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",3,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",4,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",3,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",3.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",2.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",2.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",2,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",3,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",3,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",3,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",1,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",3,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",2,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"black sea bass",2,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pinfish",5.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pinfish",5.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pinfish",3,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",20,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",19.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",20,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",18,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",20,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",18,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",17,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",17.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",18,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",19,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",20,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",20,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",17.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",16,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",14,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",18,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",18.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",20,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",6.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",8,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",20,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",19.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",6.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",18,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",12,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",15,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",17,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",18.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",12,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",19,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",20,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",13,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",18,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",19,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",18,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",19,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",8.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",8.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",10.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",12,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",8,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",6.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",9,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",6,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",8,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",10,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",7,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",6.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",4,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"pipefish",6,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",3.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",2.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",2.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"striped burrfish",17.5,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"striped burrfish",20,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"striped burrfish",20,NA,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
NA,"silver perch",NA,1,"HI-N1",37.420986,-75.720471,37.420983023,-75.7210363643,"FISH-HI4",NA,NA,12.55,27.05,29.7,46.865,2019,"2019-06-17T13:40:00"
